Company Name,Executive First Name,Executive Last Name,Address,City,State,Phone Number Combined,Primary SIC Description,SIC Code 1 Description,SIC Code 2 Description,Location Sales Volume Actual,Metro Area 1,Address1,lat,lon
Salsarita's Fresh Mexican Grll,Lisa,Kim,304 S Sharon Amity Rd,Charlotte,NC,(704) 442-0655,Restaurants,Restaurants,Foods-Carry Out,"$684,000 ",Charlotte,304 S Sharon Amity Rd,35.17468405,-80.80196413
Sandhills Pediatrics Inc,Rena,Kim,195 W Illinois Ave,Southern Pines,NC,(910) 692-2444,Clinics,Clinics,Physicians & Surgeons,"$4,150,000 ",Pinehurst,195 W Illinois Ave,35.17178722,-79.39804163
Season7 LLC,Hyun Chang,Kim,898 Queen City Cres,Apex,NC,Not Available,Nonclassified Establishments,Nonclassified Establishments,,$0 ,Raleigh-Cary,898 Queen City Cres,35.748681,-78.886082
Sei Bell Salon & Spa Inc,Kyong H,Kim,1110 Sam Newell Rd,Matthews,NC,Not Available,Beauty Salons,Beauty Salons,,"$184,000 ",Charlotte,1110 Sam Newell Rd,35.1299127,-80.71916421
Seulah Kim DMD Pllc,Seulah L,Kim,9212 Falls Of Neuse Rd # 215,Raleigh,NC,(919) 247-8691,Dentists,Dentists,,$0 ,Raleigh-Cary,9212 Falls Of Neuse Rd,35.9012093,-78.6050367
Shady Grove United Mthdst Chr,Young Han,Kim,1781 Shady Grove Rd,Providence,NC,(336) 388-2750,Churches,Churches,Religious Organizations,$0 ,,1781 Shady Grove Rd,,
Sharing Grace Ministry,Joonhyo,Kim,5626 David Christian Pl,Greensboro,NC,Not Available,Religious Organizations,Religious Organizations,,$0 ,Greensboro,5626 David Christian Pl,36.12083328,-79.88965481
Shiloh United Methodist Church,Hyung S,Kim,4718 N NC Highway 87,Gibsonville,NC,(336) 584-2867,Churches,Churches,,$0 ,Burlington,4718 N NC Highway 87,,
Shin & Kim DDS Pllc,Sae,Kim,121 S Estes Dr # 206b,Chapel Hill,NC,(919) 933-3310,Dentists,Dentists,,"$1,198,000 ",Durham,121 S Estes Dr,35.92864,-79.0320614
Sol Cleaners LLC,James,Kim,10832 Providence Rd # 100,Charlotte,NC,Not Available,Cleaners,Cleaners,,"$126,000 ",Charlotte,10832 Providence Rd,35.0790867,-80.7720983
Song Hair Salon,Pakic,Kim,5044 Yadkin Rd # 103,Fayetteville,NC,(910) 487-3588,Beauty Salons,Beauty Salons,,"$34,000 ",Fayetteville,5044 Yadkin Rd,35.08343348,-78.96928065
SOS Boot Shop,Song,Kim,5953 Yadkin Rd,Fayetteville,NC,(910) 867-8530,Shoe & Boot Repairing,Shoe & Boot Repairing,Boots,"$97,000 ",Fayetteville,5953 Yadkin Rd,35.09529157,-78.98744078
Sour Grapes,Nury,Kim,2004 Riverside Dr # Vv,Asheville,NC,(828) 215-6132,Restaurants,Restaurants,,"$450,000 ",Asheville,2004 Riverside Dr,35.5961549,-82.5723621
Southern Korean Presbyterian,Young,Kim,3619 Mckee Rd,Charlotte,NC,(704) 841-0821,Churches,Churches,,$0 ,Charlotte,3619 Mckee Rd,35.0723598,-80.7476516
Southpark Cleaners & Tailors,Sun,Kim,4310 Sharon Rd # T17,Charlotte,NC,(704) 365-4477,Cleaners,Cleaners,Tailors,"$189,000 ",Charlotte,4310 Sharon Rd,35.15256254,-80.82720087
Spectrum,Jay,Kim,201 N Breazeale Ave,Mount Olive,NC,(919) 658-3047,Nonclassified Establishments,Nonclassified Establishments,,$0 ,Goldsboro,201 N Breazeale Ave,35.198211,-78.068763
Stonehenge Market Humming Shoe,Yong,Kim,7472 Creedmoor Rd,Raleigh,NC,(919) 848-4662,Shoe & Boot Repairing,Shoe & Boot Repairing,Shoes-Retail,"$61,000 ",Raleigh-Cary,7472 Creedmoor Rd,35.88819456,-78.67953705
Sumo Shack LLC,Mariel J,Kim,235 Medical Park Rd # 102,Mooresville,NC,Not Available,Nonclassified Establishments,Nonclassified Establishments,,$0 ,Charlotte,235 Medical Park Rd,35.5539244,-80.8542489
Sung Eun Presbyterian Church,Jinsoo,Kim,1823 Sharpe Rd,Greensboro,NC,(336) 274-0003,Churches,Churches,,$0 ,Greensboro,1823 Sharpe Rd,36.04551355,-79.74456411
Sunny Beauty Supply III,Sunny,Kim,3500 N Roxboro Rd,Durham,NC,(919) 317-1505,Beauty Salons-Equipment & Supplies (Whls),Beauty Salons-Equipment & Supplies (Whls),Cosmetics & Perfumes-Retail,"$2,117,000 ",Durham,3500 N Roxboro Rd,36.213516,-78.923183
Sunny Men's Wear,Chon H,Kim,200 Hay St,Fayetteville,NC,(910) 323-5724,Men's Clothing & Furnishings-Retail,Men's Clothing & Furnishings-Retail,,"$1,298,000 ",Fayetteville,200 Hay St,35.05332865,-78.87971712
Super G Mart,Stephen,Kim,7323 E Independence Blvd,Charlotte,NC,(980) 321-4048,Grocers-Retail,Grocers-Retail,,"$8,202,000 ",Charlotte,7323 E Independence Blvd,35.162873,-80.73752782
Super G Mart,Stephen C,Kim,4927 W Market St,Greensboro,NC,(336) 252-1055,Grocers-Retail,Grocers-Retail,,"$7,381,000 ",Greensboro,4927 W Market St,36.06645895,-79.87506369
Sushiya Japan,Somi,Kim,8200 Providence Rd # 500,Charlotte,NC,(704) 295-7633,Restaurants,Restaurants,,"$570,000 ",Charlotte,8200 Providence Rd,35.0953854,-80.7791222
Swan Matthews Cleaners,Kevin,Kim,1115 Matthews Mint Hill Rd,Matthews,NC,(704) 847-5992,Cleaners,Cleaners,,"$629,000 ",Charlotte,1115 Matthews Mint Hill Rd,35.1181413,-80.7041788
Synchrony Financial,Jeffrey,Kim,10840 Ballantyne Commons Pkwy,Charlotte,NC,(866) 419-4096,Financial Advisory Services,Financial Advisory Services,,"$1,311,000 ",Charlotte,10840 Ballantyne Commons Pkwy,35.0566897,-80.85914366
Synergy Coverage Solutions,Stringer,Kim,217 S Tryon St,Charlotte,NC,(704) 927-2860,Insurance,Insurance,,"$9,998,000 ",Charlotte,217 S Tryon St,35.22617288,-80.84439855
T-Mobile,Charlie,Kim,101 Gilmer St,Reidsville,NC,(336) 280-0434,Cellular Telephones (Services),Cellular Telephones (Services),Computer & Equipment Dealers,$0 ,Greensboro,101 Gilmer St,36.36019,-79.663128
Tae Kim,Tae,Kim,4837 Highway NC 55 10b,Durham,NC,(919) 560-9000,Insurance,Insurance,Insurance-Property & Casualty,"$306,000 ",Durham,4837 Highway NC 55 10b,,
Team Collins H3X LLC,Doug,Kim,405 Hay St,Fayetteville,NC,(910) 437-5138,Attorneys,Attorneys,,"$1,151,000 ",Fayetteville,405 Hay St,35.05393875,-78.88251538
Thurmond & Co,Tommy,Kim,1796 Hendersonville Rd # A,Asheville,NC,(828) 277-6988,Executive Search Consultants,Executive Search Consultants,,"$456,000 ",Asheville,1796 Hendersonville Rd,35.50749465,-82.52571396
Tiger Kim's Tae KWON Do,Woo S,Kim,1425 River Ridge Dr,Clemmons,NC,(336) 766-6116,Martial Arts Instruction,Martial Arts Instruction,,"$468,000 ",Winston-Slm,1425 River Ridge Dr,36.07652697,-80.39175195
Tiger Kim's Taekwondo,Woo Sup,Kim,230 Market View Dr,Kernersville,NC,(336) 992-9009,Martial Arts Instruction,Martial Arts Instruction,,"$305,000 ",Winston-Slm,230 Market View Dr,36.1125662,-80.0878497
Tiger Kim's Taekwondo,Edward,Kim,2830 Reynolda Rd,Winston Salem,NC,(336) 722-5115,Martial Arts Instruction,Martial Arts Instruction,,"$914,000 ",Winston-Slm,2830 Reynolda Rd,36.14378471,-80.29934618
Trader Dong's LLC,Dong H,Kim,2528 S Tryon St,Charlotte,NC,Not Available,Nonclassified Establishments,Nonclassified Establishments,,$0 ,Charlotte,2528 S Tryon St,35.20643017,-80.86890171
TRC Co Inc,Alli,Kim,3 Walden Dr # 250,Arden,NC,(828) 681-0310,Environmental & Ecological Services,Environmental & Ecological Services,Engineers,$0 ,Asheville,3 Walden Dr,35.46493467,-82.5194103
Triad Stainless Inc,John,Kim,4927 W Market St # 300,Greensboro,NC,(336) 315-5515,Steel-Structural (Mfrs),Steel-Structural (Mfrs),Steel-Distributors & Warehouses (Whls),"$2,998,000 ",Greensboro,4927 W Market St,36.06645895,-79.87506369
Triangle Dental Lab Inc,Saehee,Kim,7808 Wood Way Ct,Raleigh,NC,Not Available,Laboratories-Dental,Laboratories-Dental,,"$204,000 ",Raleigh-Cary,7808 Wood Way Ct,,
Triangle Implant Ctr,Alexander Y,Kim,5318 NC Highway 55 # 106,Durham,NC,(919) 806-2912,Physicians & Surgeons,Physicians & Surgeons,Dentists,"$412,000 ",Durham,5318 NC Highway 55,35.8908086,-78.8969931
Triangle Laundromat & Cleaners,Won,Kim,4871 N Carolina Highway 55,Durham,NC,(919) 544-1989,Laundries-Self Service,Laundries-Self Service,Laundries,"$142,000 ",Durham,4871 N Carolina Highway 55,,
Triangle Urology,Jay H,Kim,205 Frasier St,Durham,NC,(919) 477-7003,Physicians & Surgeons,Physicians & Surgeons,,"$412,000 ",Durham,205 Frasier St,36.0424822,-78.9031526
Trinity United Methodist Chr,Uiyeon,Kim,901 Seehorn St NE,Lenoir,NC,(828) 758-7482,Churches,Churches,,$0 ,Hickory,901 Seehorn St NE,35.92725,-81.525168
Tryon D & M Inc,Mijin,Kim,5430 N Tryon St # 16,Charlotte,NC,Not Available,Attorneys,Attorneys,,"$711,000 ",Charlotte,5430 N Tryon St,35.26107244,-80.77482787
Twenty First Century Dry,Soon J,Kim,306 S Bickett Blvd,Louisburg,NC,(919) 496-5514,Cleaners,Cleaners,,"$261,000 ",Raleigh-Cary,306 S Bickett Blvd,36.0902742,-78.300612
Twin Rivers Independent Senior,Patricia,Kim,25 Rectory St,Pittsboro,NC,(919) 545-0149,Retirement Communities & Homes,Retirement Communities & Homes,Senior Citizens Housing,$0 ,Durham,25 Rectory St,35.7208388,-79.18113885
Umami,Taekeon,Kim,6031 Yadkin Rd # B,Fayetteville,NC,(910) 867-1039,Restaurants,Restaurants,,"$845,000 ",Fayetteville,6031 Yadkin Rd,35.09657615,-78.98861495
United Bank,Lawrence,Kim,1725 S Glenburnie Rd,New Bern,NC,(252) 636-1788,Banks,Banks,Loans,"$1,214,000 ",New Bern,1725 S Glenburnie Rd,35.10885152,-77.09992933
United Church,Sam,Kim,820 E Williams St,Apex,NC,(919) 303-5266,Food Banks,Food Banks,Churches,$0 ,Raleigh-Cary,820 E Williams St,35.72277126,-78.84526128
United Wholesale,Charlie,Kim,4925 W Market St # 3000a,Greensboro,NC,(336) 235-2636,Wholesalers,Wholesalers,,"$10,206,000 ",Greensboro,4925 W Market St,36.068286,-79.87448
University North Carolinas,Hong J,Kim,101 Manning Dr # 7001j,Chapel Hill,NC,(919) 966-8007,Physicians & Surgeons,Physicians & Surgeons,,"$416,000 ",Durham,101 Manning Dr,35.9050278,-79.05064178
University-Nc Surgcl Oncology,Hong J,Kim,170 Manning Dr # 1150,Chapel Hill,NC,(919) 966-5221,Physicians & Surgeons,Physicians & Surgeons,,"$139,000 ",Durham,170 Manning Dr,35.9025798,-79.0498952
UPS Store,Tony,Kim,3650 Rogers Rd,Wake Forest,NC,(919) 453-2844,Mailing & Shipping Services,Mailing & Shipping Services,Post Offices,"$587,000 ",Raleigh-Cary,3650 Rogers Rd,35.94384244,-78.50352216
US Sushi,Shen,Kim,2531 Eastchester Dr # 113,High Point,NC,(336) 841-5858,Restaurants,Restaurants,,"$527,000 ",Greensboro,2531 Eastchester Dr,36.0304917,-79.9697652
USA Pawn,Clara,Kim,3006 W Gate City Blvd,Greensboro,NC,(336) 299-3659,Pawnbrokers,Pawnbrokers,Loans,"$3,277,000 ",Greensboro,3006 W Gate City Blvd,36.0485174,-79.8361639
Venus Beauty Supply,Hoon,Kim,891 Patton Ave # D,Asheville,NC,(828) 255-8633,Cosmetics & Perfumes-Retail,Cosmetics & Perfumes-Retail,Beauty Salons-Equipment & Supplies (Whls),"$475,000 ",Asheville,891 Patton Ave,35.58726789,-82.58820124
Via Sat Inc,Daniel,Kim,1041 Marvin Lucas Pkwy # B,Spring Lake,NC,Not Available,Communications Equipment NEC (Mfrs),Communications Equipment NEC (Mfrs),Internet Service,"$10,507,000 ",Fayetteville,1041 Marvin Lucas Pkwy,,
Vialink Inc,Charles D,Kim,1412 Stewart St # 102,Fuquay Varina,NC,(919) 957-0044,Engineering,Engineering,,"$2,436,000 ",Raleigh-Cary,1412 Stewart St,35.60408435,-78.78865898
Wake Beauty Supplies,Juan C,Kim,12227 Capital Blvd,Wake Forest,NC,(919) 562-7363,Cosmetics & Perfumes-Retail,Cosmetics & Perfumes-Retail,Beauty Salons-Equipment & Supplies (Whls),"$285,000 ",Raleigh-Cary,12227 Capital Blvd,35.98306871,-78.53845676
Well-Being Fresh Food Corp,Sun Nam,Kim,8157 Kensington Dr,Waxhaw,NC,Not Available,Food Products & Manufacturers,Food Products & Manufacturers,,"$8,395,000 ",Charlotte,8157 Kensington Dr,34.9538129,-80.7594676
Wesley Memorial United Mthdst,Hyung,Kim,502 Main St,Columbia,NC,(252) 796-1664,Churches,Churches,,$0 ,,502 Main St,35.91800641,-76.25076086
Wilda Sarah Elizabeth K MD,Sarah K,Kim,2301 Erwin Rd,Durham,NC,(919) 684-8111,Physicians & Surgeons,Physicians & Surgeons,,"$138,000 ",Durham,2301 Erwin Rd,36.0070213,-78.93734788
Winston-Salem Cardiology,Un Ju,Kim,186 Kimel Park Dr,Winston Salem,NC,(336) 277-2000,Physicians & Surgeons,Physicians & Surgeons,,$0 ,Winston-Slm,186 Kimel Park Dr,36.05918626,-80.29840854
Womack Army Medical Ctr,Jeehun,Kim,2817 Reilly St,Fort Bragg,NC,(910) 907-5210,Physicians & Surgeons,Physicians & Surgeons,,"$460,000 ",Fayetteville,2817 Reilly St,,
World Gospel Mission Church,David,Kim,2471 Dunn Rd,Eastover,NC,(910) 484-1566,Churches,Churches,Organizations,$0 ,Fayetteville,2471 Dunn Rd,35.07712665,-78.8049949
Worthville United Mthdst Chr,Abraham,Kim,1212 Worthville Rd,Randleman,NC,(336) 880-1407,Churches,Churches,,$0 ,Greensboro,1212 Worthville Rd,35.79967,-79.782128
Y & K Beauty Inc,Kyung S,Kim,1418 Avondale Dr,Durham,NC,(919) 683-3281,Beauty Salons,Beauty Salons,Cosmetics & Perfumes-Retail,"$936,000 ",Durham,1418 Avondale Dr,36.00641175,-78.88436876
Y J Kim Enterprise Inc,Y J,Kim,9010 Bartlett Rd,Mint Hill,NC,Not Available,Nonclassified Establishments,Nonclassified Establishments,,$0 ,Charlotte,9010 Bartlett Rd,35.18963655,-80.61939424
Yegreen Inc,Jinho,Kim,317 Lancelot Ct,Linden,NC,Not Available,Nonclassified Establishments,Nonclassified Establishments,,$0 ,Fayetteville,317 Lancelot Ct,,
Young's Beauty Supply,Young,Kim,6085 Raeford Rd # 103,Fayetteville,NC,(910) 822-6900,Beauty Salons-Equipment & Supplies (Whls),Beauty Salons-Equipment & Supplies (Whls),Cosmetics & Perfumes-Retail,"$1,332,000 ",Fayetteville,6085 Raeford Rd,35.04415917,-78.97972808
Young's Fashion,Young,Kim,177 W Main Ave,Gastonia,NC,(704) 864-9990,Wigs Toupees & Hairpieces,Wigs Toupees & Hairpieces,Cosmetics & Perfumes-Retail,"$269,000 ",Charlotte,177 W Main Ave,35.26370902,-81.18334084
Charlotte Presbyterian Church,Sung Kyun,Na,701 Scaleybark Rd,Charlotte,NC,(704) 529-0900,Churches,Churches,,$0 ,Charlotte,701 Scaleybark Rd,35.18156344,-80.86506329
J C J Glory Inc,Hong R,Na,604 Granville Cors,Oxford,NC,Not Available,Nonclassified Establishments,Nonclassified Establishments,,$0 ,Durham,604 Granville Cors,,
"Na, Bin DDS",Bin,Na,9648 Chapel Hill Rd # Set100,Morrisville,NC,(919) 322-3588,Dentists,Dentists,,"$609,000 ",Raleigh-Cary,9648 Chapel Hill Rd,35.80660236,-78.81057997
Two Fifty Cleaners,Sam,Na,5601 Carolina Beach Rd,Wilmington,NC,(910) 397-0071,Cleaners,Cleaners,,"$168,000 ",Wilmington,5601 Carolina Beach Rd,34.193728,-77.935633
K Sea NC Chapter,Chang Soo,Nam,111 Lampe Dr 400 Daniels Halls,Raleigh,NC,Not Available,Nonclassified Establishments,Nonclassified Establishments,,$0 ,Raleigh-Cary,111 Lampe Dr 400 Daniels Halls,,
Korean Baptist Church,Jung Kun,Nam,99 University Dr,Jacksonville,NC,(910) 455-6119,Churches,Churches,,$0 ,Jacksonville,99 University Dr,34.774273,-77.386873
Luxury Cleaners,Yoo,Nam,20129 N Main St,Cornelius,NC,(704) 896-0738,Cleaners,Cleaners,,"$252,000 ",Charlotte,20129 N Main St,,
Miracle Cleaner Inc,Hye Won,Nam,2330 N Patterson Ave,Winston Salem,NC,Not Available,Cleaners,Cleaners,,"$145,000 ",Winston-Slm,2330 N Patterson Ave,36.11889065,-80.2420019
Nam Hyun Joo RN,Hyun J,Nam,1055 Stillwell Dr # 1227,Durham,NC,(503) 419-8769,Nurses-Registered Rn,Nurses-Registered Rn,,$0 ,Durham,1055 Stillwell Dr,,
"Nam, Jason J MD",Jason J,Nam,155 Memorial Dr,Pinehurst,NC,(910) 715-2164,Physicians & Surgeons,Physicians & Surgeons,,$0 ,Pinehurst,155 Memorial Dr,35.2059281,-79.45629908
"Nam, Jason J MD",Jason J,Nam,3000 New Bern Ave,Raleigh,NC,(919) 350-8000,Physicians & Surgeons,Physicians & Surgeons,,"$206,000 ",Raleigh-Cary,3000 New Bern Ave,35.7826101,-78.58824266
Roadrunner Publishing,Narumol,Nam,206 N Spruce St # 2b,Winston Salem,NC,(336) 765-7780,Publishers (Mfrs),Publishers (Mfrs),,"$318,000 ",Winston-Slm,206 N Spruce St,,
Camp United Methodist Church,Won,Namkoong,4807 Main St,South Brunswick,NC,(910) 754-4840,Churches,Churches,,$0 ,Myrtle Beach,4807 Main St,,
H N K Group Inc,Ho,Namkoong,410 Four Seasons Town Ctr # 35,Greensboro,NC,Not Available,Nonclassified Establishments,Nonclassified Establishments,,$0 ,Greensboro,410 Four Seasons Town Ctr,36.03959045,-79.83797478
All Star Sewing & Cleaning,Jong,No,5941 Yadkin Rd,Fayetteville,NC,(910) 864-7169,Alterations-Clothing,Alterations-Clothing,,"$140,000 ",Fayetteville,5941 Yadkin Rd,35.09514849,-78.98733649
I C Beauty World Fashion,Chuck,No,203 S Main St,Laurinburg,NC,(910) 276-3889,Beauty Salons,Beauty Salons,,"$173,000 ",Laurinburg,203 S Main St,34.7760785,-79.46187883
"Noh, Maureen Y MD",Maureen Y,Noh,508 Fulton St # 117,Durham,NC,(919) 286-0411,Physicians & Surgeons,Physicians & Surgeons,,"$412,000 ",Durham,508 Fulton St,36.0088992,-78.93737728
DMR Architecture,Jeremy,Roh,145 Scaleybark Rd # A,Charlotte,NC,(704) 372-0116,Architects,Architects,Federal Government Contractors,"$1,626,000 ",Charlotte,145 Scaleybark Rd,35.18865471,-80.87490186
Roh Hyun Chul,Hyun C,Roh,600 Stone Cove Ln,Cary,NC,(919) 380-7291,Pharmacists,Pharmacists,,$0 ,Raleigh-Cary,600 Stone Cove Ln,35.7909833,-78.8498174
Ro Brothers Entertainment Inc,Tony C,Ro,12809 US 70 Business Hwy W,Clayton,NC,Not Available,Entertainment Bureaus,Entertainment Bureaus,,"$181,000 ",Raleigh-Cary,12809 US 70 Business Hwy W,,
Ro Teresa MD,Teresa,Ro,3008 Pickett Rd,Durham,NC,(919) 286-7903,Physicians & Surgeons,Physicians & Surgeons,,$0 ,Durham,3008 Pickett Rd,35.9748763,-78.9614711
"Ro, Pamela Sue MD",Pamela Sue,Ro,101 Manning Drive Mg 140,Chapel Hill,NC,(984) 974-4601,Physicians & Surgeons,Physicians & Surgeons,,"$139,000 ",Durham,101 Manning Drive Mg 140,,
"Ro, Teresa MD",Teresa,Ro,410 Market St # 400,Chapel Hill,NC,(919) 966-2485,Physicians & Surgeons,Physicians & Surgeons,,"$416,000 ",Durham,410 Market St,35.8820543,-79.0656914
UNC Family Medicine-Hllsbrgh,Sarah J,Ro,2201 Old NC Highway 86,Hillsborough,NC,(919) 732-2909,Physicians & Surgeons,Physicians & Surgeons,,"$139,000 ",Durham,2201 Old NC Highway 86,,
Kyung Enterprise Inc,Heakyung,Rho,3512 E Mlk Jr Dr # 110,High Point,NC,(336) 885-1122,Nonclassified Establishments,Nonclassified Establishments,,$0 ,Greensboro,3512 E Mlk Jr Dr,,
Beauty World,Tae Joo,Rim,2208 S Memorial Dr,Greenville,NC,(252) 355-3045,Beauty Salons,Beauty Salons,Beauty Salons-Equipment & Supplies (Whls),"$468,000 ",Greenville,2208 S Memorial Dr,35.59901208,-77.39510577
Beauty World Discount,Myoung,Rim,2427 N Herritage St,Kinston,NC,(252) 523-0077,Hair Goods & Supplies-Retail,Hair Goods & Supplies-Retail,Beauty Salons-Equipment & Supplies (Whls),"$181,000 ",Kinston,2427 N Herritage St,35.28526094,-77.58942893
Beauty World Discount,Namjoo,Rim,1301 Ward Blvd # K,Wilson,NC,(252) 399-0661,Beauty Salons,Beauty Salons,Beauty Salons-Equipment & Supplies (Whls),"$117,000 ",Wilson,1301 Ward Blvd,35.72152741,-77.93545809
Ibeauty Supply,Michael,Rim,3723 W Gate City Blvd,Greensboro,NC,(336) 852-3740,Cosmetics & Perfumes-Retail,Cosmetics & Perfumes-Retail,,"$257,000 ",Greensboro,3723 W Gate City Blvd,36.03886916,-79.85292726
N C B W Corp,David N,Rim,721 N Brightleaf Blvd # 10b,Smithfield,NC,Not Available,Nonclassified Establishments,Nonclassified Establishments,,$0 ,Raleigh-Cary,721 N Brightleaf Blvd,35.5153791,-78.3296111
American Ira LLC,Nicole,Yim,135 Broad St,Asheville,NC,(828) 257-4949,Financial Planning Consultants,Financial Planning Consultants,Financial Advisory Services,"$2,057,000 ",Asheville,135 Broad St,35.60405931,-82.54741658
Daeun Enterprises LLC,Jung M,Yim,746 Shelton Ave,Statesville,NC,Not Available,Nonclassified Establishments,Nonclassified Establishments,,$0 ,Charlotte,746 Shelton Ave,35.77471045,-80.88451496
Tattoo Sam,Narath,Yim,2926 S Main St # A,High Point,NC,(336) 434-5844,Tattooing,Tattooing,,"$72,000 ",Greensboro,2926 S Main St,35.920698,-79.97824463
Triangle Tower Svc,Terry,Yim,1001 Harvest Rd,Durham,NC,(919) 956-9133,Services NEC,Services NEC,Towers-Communication/Municipal Repair,"$1,543,000 ",Durham,1001 Harvest Rd,,
University-Nc Wilmington Bkstr,Mee So,Yim,601 S College Rd,Wilmington,NC,(910) 962-3188,Books School & Textbooks,Books School & Textbooks,Book Dealers-Retail,"$5,023,000 ",Wilmington,601 S College Rd,34.2259335,-77.8739352
Yim Esther Chae Eun He MD,Esther C,Yim,131 E Market St,Smithfield,NC,(919) 934-5441,Physicians & Surgeons,Physicians & Surgeons,,"$459,000 ",Raleigh-Cary,131 E Market St,35.51228387,-78.34837826
Asia & Sushi Inc,Hoo S,Lim,4171 Abbington Ter,Wilmington,NC,Not Available,Restaurants,Restaurants,,"$495,000 ",Wilmington,4171 Abbington Ter,34.20305556,-77.89515422
Austin Group Furniture LLC,Daniel,Lim,441 N Chimney Rock Rd,Greensboro,NC,(336) 285-0199,Furniture-Dealers-Retail,Furniture-Dealers-Retail,Importers (Whls),"$1,241,000 ",Greensboro,441 N Chimney Rock Rd,36.09047241,-79.92501689
Bernard's Furniture Group,Daniel,Lim,5644 Hornaday Rd,Greensboro,NC,(336) 861-7400,Furniture-Dealers-Retail,Furniture-Dealers-Retail,Furniture-Dealers-Wholesale,"$13,895,000 ",Greensboro,5644 Hornaday Rd,36.06036322,-79.9177343
Bernards Inc,Daniel,Lim,5644 Hornaday Rd,Greensboro,NC,(336) 861-7400,Furniture-Dealers-Retail,Furniture-Dealers-Retail,,"$18,609,000 ",Greensboro,5644 Hornaday Rd,36.06036322,-79.9177343
Boomisee Inc,Sungho,Lim,3416 Wilkinson Blvd,Charlotte,NC,Not Available,Nonclassified Establishments,Nonclassified Establishments,,$0 ,Charlotte,3416 Wilkinson Blvd,35.22456478,-80.89761167
C C Intelligent Solutions,Howard,Lim,6900 Six Forks Rd # 110a,Raleigh,NC,(919) 844-2111,Software/Application/Platform Publishing,Software/Application/Platform Publishing,Computer Services,"$13,932,000 ",Raleigh-Cary,6900 Six Forks Rd,35.8744724,-78.6433552
Carolina Anesthesiology,Alexander J,Lim,401 Ferndale Blvd,High Point,NC,(336) 882-2567,Physicians & Surgeons,Physicians & Surgeons,,"$450,000 ",Greensboro,401 Ferndale Blvd,35.9582889,-80.0131566
Carolina Urology Partners-Mnr,Arthur J,Lim,1428 Ellen St # A,Monroe,NC,(704) 289-4361,Physicians & Surgeons,Physicians & Surgeons,,"$473,000 ",Charlotte,1428 Ellen St,34.97260185,-80.5217381
Chang Lim MD,Chang,Lim,5 Vanderbilt Park Dr,Asheville,NC,(828) 225-4675,Physicians & Surgeons,Physicians & Surgeons,,"$536,000 ",Asheville,5 Vanderbilt Park Dr,35.55548614,-82.53875071
China Garden,Chunhui,Lim,190 E Dallas Rd,Stanley,NC,(704) 263-8788,Restaurants,Restaurants,,"$86,000 ",Charlotte,190 E Dallas Rd,35.35492724,-81.08785303
Duke Regional Hospital,Kimberly O,Lim,3643 N Roxboro St,Durham,NC,(919) 470-4000,Physicians & Surgeons,Physicians & Surgeons,,"$412,000 ",Durham,3643 N Roxboro St,36.03674895,-78.90020536
Extron Electronics,Phooi,Lim,2500 N Raleigh Blvd,Raleigh,NC,(919) 876-5707,Computers & Computer Equipment Whls/Mfrs,Computers & Computer Equipment Whls/Mfrs,Audio-Visual Equipment & Supls (Whls),"$5,111,000 ",Raleigh-Cary,2500 N Raleigh Blvd,35.7951011,-78.6119921
Global Maintenance,Jae,Lim,2404 Sunnystone Way,Raleigh,NC,(919) 291-4936,Janitor Service,Janitor Service,,"$176,000 ",Raleigh-Cary,2404 Sunnystone Way,,
Grace Hospital Emergency Mdcn,Roger B,Lim,2201 S Sterling St,Morganton,NC,(828) 580-5000,Physicians & Surgeons,Physicians & Surgeons,,"$358,000 ",Hickory,2201 S Sterling St,35.72647905,-81.65523265
Great China,Yuki,Lim,610 Indian Trail Rd S,Indian Trail,NC,(704) 821-6888,Restaurants,Restaurants,,"$90,000 ",Charlotte,610 Indian Trail Rd S,,
Karen Bruggers PA,Kevin G,Lim,1400 Crescent Green # 210,Cary,NC,(919) 858-8193,Dentists,Dentists,,"$609,000 ",Raleigh-Cary,1400 Crescent Green,35.734743,-78.784932
Lim Arthur J MD,Arthur J,Lim,12610 N Cmnity Hse Rd # 100,Charlotte,NC,(704) 752-3730,Physicians & Surgeons,Physicians & Surgeons,,"$679,000 ",Charlotte,12610 N Cmnity Hse Rd,,
Lim Asset Management LLC,Kwan S,Lim,115 Bradwyck Dr,Cary,NC,Not Available,Financial Planning Consultants,Financial Planning Consultants,,"$966,000 ",Raleigh-Cary,115 Bradwyck Dr,35.78243478,-78.84355542
Lim Ida M DPM,Ida M,Lim,2030 Windsor Run Ln,Matthews,NC,(704) 443-6250,Podiatrists,Podiatrists,,$0 ,Charlotte,2030 Windsor Run Ln,35.083964,-80.72165454
Lim Ida M DPM,Ida M,Lim,1711 Davie Ave,Statesville,NC,(704) 873-9797,Podiatrists,Podiatrists,,$0 ,Charlotte,1711 Davie Ave,35.800495,-80.8649774
Lim Ji DMD,Ji,Lim,261 Belvoir Hwy,Greenville,NC,(252) 695-6355,Dentists,Dentists,,"$165,000 ",Greenville,261 Belvoir Hwy,35.6389764,-77.3701368
Lim Jiwon DMD,Jiwon,Lim,1601 Abbey Pl # 220,Charlotte,NC,(704) 512-2110,Dentists,Dentists,,$0 ,Charlotte,1601 Abbey Pl,35.16964705,-80.84874924
